sql_file,step,target_row_key,source_authority
_l1_link_preload.sql,L1-LINK,PRD_000139 LINK proc PROC_000084,FINDING-1 보정 L1 분리 + 열재단 공정 LINK (재단만 옵션 .04 선행조건·라이브 차원 실재·139 미링크)
_l1_link_preload.sql,L1-LINK,PRD_000139 LINK mat MAT_000070,FINDING-1 보정 L1 분리 + 끈 자재 LINK (끈추가 BUNDLE seq1 .03 선행조건·라이브 차원 실재·139 미링크)
_l1_link_preload.sql,L1-LINK,PRD_000139 LINK proc PROC_000081,FINDING-1 보정 L1 분리 + 부착 공정 LINK (끈추가 BUNDLE seq2 .04 선행조건·라이브 차원 실재·139 미링크)
02_t_prd_product_option_groups.sql,02,PRD_000118/코팅 → OPT_000005,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000120/코팅 → OPT_000006,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000121/코팅 → OPT_000007,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000122/화이트별색 → OPT_000008,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000124/가공 → OPT_000009,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000125/가공 → OPT_000010,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000133/가공 → OPT_000011,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000133/추가 → OPT_000012,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000134/가공 → OPT_000013,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000134/추가 → OPT_000014,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000135/가공 → OPT_000015,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000135/추가 → OPT_000016,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000136/코팅 → OPT_000017,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000136/가공 → OPT_000018,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000136/추가 → OPT_000019,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000137/가공 → OPT_000020,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000137/추가 → OPT_000021,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000139/가공 → OPT_000022,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000139/추가 → OPT_000023,areaform-option-layer.md §2 + live MAX+1
02_t_prd_product_option_groups.sql,02,PRD_000145/코팅 → OPT_000024,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000118/코팅/코팅없음 → OPV_000017,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000118/코팅/무광코팅 → OPV_000018,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000118/코팅/유광코팅 → OPV_000019,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000120/코팅/무광코팅 → OPV_000020,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000120/코팅/유광코팅 → OPV_000021,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000121/코팅/무광코팅 → OPV_000022,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000121/코팅/유광코팅 → OPV_000023,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000122/화이트별색/단면 → OPV_000024,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000124/가공/오버로크 → OPV_000025,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000124/가공/말아박기 → OPV_000026,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000124/가공/봉미싱(7cm) → OPV_000027,areaform-option-layer.md §2 + live MAX+1
03_t_prd_product_options.sql,03,PRD_000125/가공/오버로크 → OPV_000028,areaform-option-layer.md §2 + live MAX+1
