system,group,screen_id,screen_name,role,function,work_type,counterpart,direction,owner_side,plan_row_id,status,evidence
widget,위젯빌더(운영자),ui_layout,화면 구성,운영자(CS·상품),상품 콤보에서 위젯 만들 상품 검색·선택(위젯 개수·최근 작업일 표시),build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:190 · 빌더 운영 도구 자체를 가리키는 런웨이 행 없음
widget,위젯빌더(운영자),ui_layout,화면 구성,운영자(CS·상품),위젯 콤보에서 그 상품에 만들어 둔 위젯 선택,build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:191 · 빌더 운영 도구 행 없음
widget,위젯빌더(운영자),ui_layout,화면 구성,운영자(CS·상품),상품 선택 시 기본 위젯 자동 판정(게시본 우선 → 최근수정 → 직전 선택 복원),build,,,,NEW,완료,raw/webadmin/webadmin/catalog/static/catalog/widget_pick.js:41 defaultWidget · 빌더 운영 도구 행 없음
widget,위젯빌더(운영자),ui_layout,화면 구성,운영자(CS·상품),3분할 본문(팔레트 → 캔버스 → 속성창) + 상·하단 띠 배치,build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:184 · 빌더 운영 도구 행 없음
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),＋ 새 위젯 생성(이름 입력 후 빈 위젯 또는 템플릿에서 시작),build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:205 · raw/webadmin/webadmin/config/urls.py:190 widget_create · 빌더 운영 도구 행 없음
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),[구성] 탭 — 캔버스 단독 보기로 전환,build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:206
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),[나란히] 탭 — 캔버스+미리보기 동시 보기로 전환(위젯 열 때 기본),build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:207
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),[미리보기] 탭 — 고객 화면만 실제 렌더러로 크게 보기,build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:208
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),실행취소 Ctrl+Z (최근 100단계),build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:209
widget,위젯빌더(운영자),ui_toolbar,상단바 버튼,운영자(CS·상품),다시실행 Ctrl+Shift+Z,build,,,,NEW,완료,raw/webadmin/tools/widget_manual_content.py:210
