PRD_000001,OPP접착봉투,OPP접착봉투,1,11,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2
PRD_000002,OPP비접착봉투,OPP비접착봉투,1,11,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2
PRD_000003,트래싱지 카드봉투,트레싱지봉투,1,8,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1
PRD_000004,카드봉투,카드봉투,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PRD_000005,캘린더봉투,캘린더봉투,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PRD_000006,볼체인,볼체인,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000007,와이어링,와이어링,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000009,투명케이스,투명케이스,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PRD_000010,행택끈,봉투/케이스,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000011,자석고정용고무판,자석고정용고무판,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
PRD_000012,우드거치대,우드거치대,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000013,우드봉,상품액세서리,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000014,우드행거,우드행거,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000015,만년스탬프 리필잉크,상품액세서리,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PRD_000016,프리미엄엽서,엽서,1,7,21,6,2,0,0,1,1,4,7,5,0,1,0,0,5
PRD_000017,코팅엽서,엽서,1,7,2,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000018,스탠다드엽서,엽서,1,5,7,6,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000019,투명엽서,엽서,1,4,1,2,1,0,0,4,0,0,0,0,0,0,0,0,3
PRD_000020,화이트인쇄엽서,엽서,1,4,4,0,0,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000024,포토카드,포토카드,1,1,1,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000025,투명포토카드,포토카드,1,1,1,2,1,0,0,1,0,0,0,0,0,1,1,0,4
PRD_000026,종이슬로건,포토카드,1,2,1,2,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000027,2단접지카드,접지카드,1,5,14,10,1,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000029,3단접지카드,접지카드,1,3,14,10,1,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000030,지그재그엽서,접지카드,1,2,1,2,1,0,0,2,0,0,0,0,0,0,0,0,3
PRD_000031,프리미엄명함,프리미엄명함,1,3,16,12,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000032,코팅명함,코팅명함,1,2,2,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000033,스탠다드명함,스탠다드명함,1,2,5,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000034,펄명함,펄명함,1,1,4,10,2,0,0,1,0,0,0,0,0,0,0,0,3
PRD_000035,모양명함,모양명함,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2
PRD_000036,미니모양명함,미니모양명함,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,2
PRD_000037,오리지널박명함,오리지널박명함,1,1,5,8,0,0,0,1,0,0,0,0,0,0,0,0,3
PRD_000039,투명명함,투명명함,1,1,1,2,1,0,0,1,0,0,0,0,0,0,0,0,3
PRD_000040,화이트인쇄명함,화이트인쇄명함,1,1,4,2,0,0,0,1,0,0,0,0,0,0,0,0,3
PRD_000041,스탠다드 쿠폰/상품권,스탠다드 쿠폰/상품권,1,2,4,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000042,프리미엄 쿠폰/상품권,프리미엄 상품권/쿠폰,1,2,8,12,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000043,인쇄배경지(OPP봉투타입),인쇄배경지(OPP봉투타입),1,6,1,0,2,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000044,인쇄배경지(투명케이스타입),인쇄배경지(투명케이스타입),1,2,1,0,2,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000045,인쇄헤더택,인쇄헤더택,1,4,1,0,1,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000046,라벨/택,라벨/포장스티커,1,3,1,0,2,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000047,소량전단지,인쇄홍보물,1,4,47,4,2,0,0,1,0,0,0,0,0,1,0,0,4
PRD_000048,접지리플렛,인쇄홍보물,1,0,47,4,1,0,0,1,0,0,0,0,0,1,0,0,3
PRD_000049,와이드 접지리플렛,인쇄홍보물,1,0,5,6,1,0,0,3,0,0,0,0,0,0,0,0,2
PRD_000050,봉투제작,인쇄홍보물,1,0,3,0,0,0,0,4,0,0,0,0,0,1,0,0,2
PRD_000052,반칼 자유형 스티커,스티커,1,3,5,1,1,0,0,3,0,0,0,0,0,1,0,0,4
PRD_000053,반칼 자유형 투명스티커,스티커,1,3,1,2,1,0,0,3,0,0,0,0,0,1,0,0,4
PRD_000054,반칼 자유형 홀로그램스티커,스티커,1,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3
PRD_000055,낱장 자유형 스티커,스티커,1,3,1,1,1,0,0,3,0,0,0,0,0,1,0,0,4
PRD_000056,낱장 자유형 투명스티커,스티커,1,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0,3
PRD_000057,대형 자유형 스티커,스티커,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,3
PRD_000058,반칼원형스티커,스티커,1,2,5,1,1,0,0,2,0,0,0,0,0,0,0,0,3
