comp_cd,siz_cd,clr_cd,mat_cd,coat_side_cnt,bdl_qty,min_qty,unit_price,note
COMP_FOAMBOARD_WHITE,SIZ_000315,,,,,1,7000,"폼보드 A3/화이트 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=화이트 per-색상 comp_cd, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B11-concat r49)"
COMP_FOAMBOARD_WHITE,SIZ_000317,,,,,1,12000,"폼보드 A2/화이트 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=화이트, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B11-concat r51)"
COMP_FOAMBOARD_WHITE,SIZ_000293,,,,,1,20000,"폼보드 A1/화이트 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=화이트, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B11-concat r53)"
COMP_FOAMBOARD_BLACK,SIZ_000315,,,,,1,8500,"폼보드 A3/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=검정, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B11-concat r50)"
COMP_FOAMBOARD_BLACK,SIZ_000317,,,,,1,14000,"폼보드 A2/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=검정, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B11-concat r52)"
COMP_FOAMBOARD_BLACK,SIZ_000293,,,,,1,24000,"폼보드 A1/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000129, 색상=검정, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B11-concat r54)"
COMP_FOMEXBOARD_WHITE,SIZ_000315,,,,,1,8500,"포맥스보드 A3/화이트 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=화이트, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B11-concat r55. 구CSV FOMEXBOARD_WHITE3MM 두께표기 오류 정정→색상축)"
COMP_FOMEXBOARD_WHITE,SIZ_000317,,,,,1,13000,"포맥스보드 A2/화이트 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=화이트, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B11-concat r57)"
COMP_FOMEXBOARD_WHITE,SIZ_000293,,,,,1,23000,"포맥스보드 A1/화이트 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=화이트, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B11-concat r59)"
COMP_FOMEXBOARD_BLACK,SIZ_000315,,,,,1,10000,"포맥스보드 A3/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=검정, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B11-concat r56. 구CSV FOMEXBOARD_WHITE5MM 오라벨 정정→검정 색상축)"
COMP_FOMEXBOARD_BLACK,SIZ_000317,,,,,1,16000,"포맥스보드 A2/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=검정, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B11-concat r58)"
COMP_FOMEXBOARD_BLACK,SIZ_000293,,,,,1,30000,"포맥스보드 A1/검정(추가) 완제품가[출력+코팅+가공 포함] (PRD_000130, 색상=검정, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B11-concat r60)"
COMP_POSTER_FRAMELESS_WOOD,SIZ_000315,,,,,1,16000,"프레임리스우드액자 A3 완제품가[출력+코팅+가공 포함가] (PRD_000131, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B13)"
COMP_POSTER_FRAMELESS_WOOD,SIZ_000317,,,,,1,23000,"프레임리스우드액자 A2 완제품가[출력+코팅+가공 포함가] (PRD_000131, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B13)"
COMP_POSTER_FRAMELESS_WOOD,SIZ_000293,,,,,1,35000,"프레임리스우드액자 A1 완제품가[출력+코팅+가공 포함가] (PRD_000131, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B13)"
COMP_POSTER_LEATHER_FRAME,SIZ_000304,,,,,1,9000,"레더아트액자 5x5 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz 5x5=SIZ_000304 재사용[SIZ_PENDING_POSTER_5x5 폐기], 완제품비.06, src B15)"
COMP_POSTER_LEATHER_FRAME,SIZ_000306,,,,,1,10000,"레더아트액자 5x7 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz 5x7=SIZ_000306 재사용[SIZ_PENDING_POSTER_5x7 폐기], 완제품비.06, src B15)"
COMP_POSTER_LEATHER_FRAME,SIZ_000308,,,,,1,11000,"레더아트액자 8x8 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz 8x8=SIZ_000308 재사용[SIZ_PENDING_POSTER_8x8 폐기], 완제품비.06, src B15)"
COMP_POSTER_LEATHER_FRAME,SIZ_000310,,,,,1,13000,"레더아트액자 8x10 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz 8x10=SIZ_000310 재사용[SIZ_PENDING_POSTER_8x10 폐기], 완제품비.06, src B15)"
COMP_POSTER_LEATHER_FRAME,SIZ_000258,,,,,1,16000,"레더아트액자 A4 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B15)"
COMP_POSTER_LEATHER_FRAME,SIZ_000315,,,,,1,21000,"레더아트액자 A3 완제품가[출력+가공 포함가] (PRD_000132, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B15)"
COMP_POSTER_CANVAS_HANGING,SIZ_000258,,,,,1,6000,"캔버스행잉포스터 A4 완제품가[출력+가공(오버로크) 포함가] (PRD_000133, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B19)"
COMP_POSTER_CANVAS_HANGING,SIZ_000315,,,,,1,10500,"캔버스행잉포스터 A3 완제품가[출력+가공(오버로크) 포함가] (PRD_000133, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B19)"
COMP_POSTER_CANVAS_HANGING,SIZ_000317,,,,,1,20000,"캔버스행잉포스터 A2 완제품가[출력+가공(오버로크) 포함가] (PRD_000133, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B19)"
COMP_POSTER_LINEN_WOODBONG,SIZ_000258,,,,,1,6000,"린넨우드봉족자 A4 완제품가[출력+가공(봉미싱) 포함가] (PRD_000134, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B21)"
COMP_POSTER_LINEN_WOODBONG,SIZ_000315,,,,,1,8200,"린넨우드봉족자 A3 완제품가[출력+가공(봉미싱) 포함가] (PRD_000134, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B21)"
COMP_POSTER_LINEN_WOODBONG,SIZ_000317,,,,,1,16000,"린넨우드봉족자 A2 완제품가[출력+가공(봉미싱) 포함가] (PRD_000134, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B21)"
COMP_POSTER_JOKJA,SIZ_000315,,,,,1,13000,"족자포스터 A3 완제품가[출력+코팅+가공(사각/원형족자) 포함가] (PRD_000135, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B17)"
COMP_POSTER_JOKJA,SIZ_000317,,,,,1,15000,"족자포스터 A2 완제품가[출력+코팅+가공(사각/원형족자) 포함가] (PRD_000135, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B17)"
COMP_POSTER_JOKJA,SIZ_000293,,,,,1,22000,"족자포스터 A1 완제품가[출력+코팅+가공(사각/원형족자) 포함가] (PRD_000135, 라이브 siz A1=SIZ_000293 재사용[SIZ_PENDING_POSTER_A1 폐기], 완제품비.06, src B17)"
COMP_POSTER_JOKJA,SIZ_000319,,,,,1,15000,"족자포스터 300*600 완제품가[출력+코팅+가공(사각/원형족자) 포함가] (PRD_000135, 라이브 siz 300x600=SIZ_000319 재사용, 완제품비.06, src B17)"
COMP_POSTER_JOKJA,SIZ_000320,,,,,1,32000,"족자포스터 900*1200 완제품가[출력+코팅+가공(사각/원형족자) 포함가] (PRD_000135, 라이브 siz 900x1200=SIZ_000320 재사용, 완제품비.06, src B17)"
COMP_POSTER_PET_BANNER,SIZ_000321,,,,,1,22000,"PET배너 600x1800 mm 완제품가[출력+코팅+가공(4구아일렛) 포함가] (PRD_000136, 라이브 siz 600x1800=SIZ_000321 재사용, 완제품비.06, src B23)"
COMP_POSTER_MESH_BANNER,SIZ_000321,,,,,1,38000,"메쉬배너 600x1800 mm 완제품가[출력+코팅+가공(4구아일렛) 포함가] (PRD_000137, 라이브 siz 600x1800=SIZ_000321 재사용, 완제품비.06, src B25)"
COMP_POSTER_SHEETCUT_MATTE,SIZ_000258,,,,,1,6000,"무광시트커팅 A4 완제품가[시트커팅] (PRD_000140, 색상 화이트/블랙 동일가→단일행 mat 무관, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B27 r288)"
COMP_POSTER_SHEETCUT_MATTE,SIZ_000315,,,,,1,11000,"무광시트커팅 A3 완제품가[시트커팅] (PRD_000140, 색상 화이트/블랙 동일가→단일행, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B27 r288)"
COMP_POSTER_SHEETCUT_MATTE,SIZ_000317,,,,,1,32000,"무광시트커팅 A2 완제품가[시트커팅] (PRD_000140, 색상 화이트/블랙 동일가→단일행, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B27 r288)"
COMP_POSTER_SHEETCUT_HOLO,SIZ_000258,,,,,1,8000,"홀로그램 시트커팅 A4 완제품가[시트커팅] (PRD_000141, 단일색상, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B27 r289)"
COMP_POSTER_SHEETCUT_HOLO,SIZ_000315,,,,,1,16000,"홀로그램 시트커팅 A3 완제품가[시트커팅] (PRD_000141, 단일색상, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B27 r289)"
COMP_POSTER_SHEETCUT_HOLO,SIZ_000317,,,,,1,32000,"홀로그램 시트커팅 A2 완제품가[시트커팅] (PRD_000141, 단일색상, 라이브 siz A2=SIZ_000317 재사용, 완제품비.06, src B27 r289)"
COMP_POSTER_ACRYLSTK_GLOSS,SIZ_000324,,,,,1,9000,"유광아크릴스티커 290x90 mm 완제품가 (PRD_000142, 색상 화이트/블랙 동일가→단일행 mat 무관, 라이브 siz 290x90=SIZ_000324 재사용, 완제품비.06, src B27 r295)"
COMP_POSTER_ACRYLSTK_GLOSS,SIZ_000325,,,,,1,14000,"유광아크릴스티커 290x190 mm 완제품가 (PRD_000142, 색상 화이트/블랙 동일가→단일행, 라이브 siz 290x190=SIZ_000325 재사용, 완제품비.06, src B27 r295)"
COMP_POSTER_ACRYLSTK_GLOSS,SIZ_000326,,,,,1,32000,"유광아크릴스티커 390x290 mm 완제품가 (PRD_000142, 색상 화이트/블랙 동일가→단일행, 라이브 siz 390x290=SIZ_000326 재사용, 완제품비.06, src B27 r295)"
COMP_POSTER_ACRYLSTK_GLOSS,SIZ_000327,,,,,1,37000,"유광아크릴스티커 590x390 mm 완제품가 (PRD_000142, 색상 화이트/블랙 동일가→단일행, 라이브 siz 590x390=SIZ_000327 재사용, 완제품비.06, src B27 r295)"
COMP_POSTER_ACRYLSTK_MIRROR,SIZ_000324,,,,,1,11000,"미러아크릴스티커 290x90 mm 완제품가 (PRD_000143, 색상 골드/실버 동일가→단일행 mat 무관, 라이브 siz 290x90=SIZ_000324 재사용, 완제품비.06, src B27 r296)"
COMP_POSTER_ACRYLSTK_MIRROR,SIZ_000325,,,,,1,18000,"미러아크릴스티커 290x190 mm 완제품가 (PRD_000143, 색상 골드/실버 동일가→단일행, 라이브 siz 290x190=SIZ_000325 재사용, 완제품비.06, src B27 r296)"
COMP_POSTER_ACRYLSTK_MIRROR,SIZ_000326,,,,,1,29000,"미러아크릴스티커 390x290 mm 완제품가 (PRD_000143, 색상 골드/실버 동일가→단일행, 라이브 siz 390x290=SIZ_000326 재사용, 완제품비.06, src B27 r296)"
COMP_POSTER_ACRYLSTK_MIRROR,SIZ_000327,,,,,1,50000,"미러아크릴스티커 590x390 mm 완제품가 (PRD_000143, 색상 골드/실버 동일가→단일행, 라이브 siz 590x390=SIZ_000327 재사용, 완제품비.06, src B27 r296)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000426,,,,,4,3500,"미니보드스탠딩 A5 수량≥4 완제품가[출력+코팅+가공(보드접착+거치대) 포함가] (PRD_000144, 라이브 siz A5=SIZ_000426 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000258,,,,,4,4500,"미니보드스탠딩 A4 수량≥4 완제품가[출력+코팅+가공(보드접착+거치대) 포함가] (PRD_000144, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000315,,,,,4,6500,"미니보드스탠딩 A3 수량≥4 완제품가[출력+코팅+가공(보드접착+거치대) 포함가] (PRD_000144, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000426,,,,,19,3400,"미니보드스탠딩 A5 수량≥19 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A5=SIZ_000426 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000258,,,,,19,4300,"미니보드스탠딩 A4 수량≥19 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000315,,,,,19,6200,"미니보드스탠딩 A3 수량≥19 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000426,,,,,49,3300,"미니보드스탠딩 A5 수량≥49 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A5=SIZ_000426 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000258,,,,,49,4200,"미니보드스탠딩 A4 수량≥49 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A4=SIZ_000258 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000315,,,,,49,6100,"미니보드스탠딩 A3 수량≥49 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A3=SIZ_000315 재사용, 완제품비.06, src B29)"
COMP_POSTER_MINI_STANDBOARD,SIZ_000426,,,,,99,3100,"미니보드스탠딩 A5 수량≥99 완제품가[보드접착+거치대 포함] (PRD_000144, 라이브 siz A5=SIZ_000426 재사용, 완제품비.06, src B29)"
